Designator,Mid X,Mid Y,Layer,Rotation
D688,35.15,-127.47,T,270.00
D689,36.90,-127.47,T,270.00
D689,36.90,-37.48,T,270.00
D690,38.65,-127.47,T,270.00
D690,38.65,-37.48,T,270.00
D691,40.40,-127.47,T,270.00
D691,40.40,-37.48,T,270.00
D692,42.15,-127.47,T,270.00
D692,42.15,-37.48,T,270.00
D693,43.90,-127.47,T,270.00
D693,43.90,-37.48,T,270.00
D694,45.65,-127.47,T,270.00
D694,45.65,-37.48,T,270.00
D695,47.40,-127.47,T,270.00
D695,47.40,-37.48,T,270.00
D696,49.15,-37.48,T,270.00
D696,49.15,-127.47,T,270.00
D697,50.90,-127.47,T,270.00
D697,50.90,-37.48,T,270.00
D698,52.65,-37.48,T,270.00
D698,52.65,-127.47,T,270.00
D699,54.40,-37.48,T,270.00
D699,54.40,-127.47,T,270.00
D700,56.15,-127.47,T,270.00
D700,56.15,-37.48,T,270.00
D701,57.90,-127.47,T,270.00
D701,57.90,-37.48,T,270.00
D702,59.65,-127.47,T,270.00
D702,59.65,-37.48,T,270.00
D703,61.40,-127.47,T,270.00
D703,61.40,-37.48,T,270.00
D704,63.15,-37.48,T,270.00
D704,63.15,-127.47,T,270.00
D705,8.90,-35.73,T,270.00
D705,8.90,-125.72,T,270.00
D706,10.65,-35.73,T,270.00
D706,10.65,-125.72,T,270.00
D707,12.40,-125.72,T,270.00
D707,12.40,-35.73,T,270.00
D708,14.15,-125.72,T,270.00
D708,14.15,-35.73,T,270.00
D709,15.90,-125.72,T,270.00
D709,15.90,-35.73,T,270.00
D710,17.65,-125.72,T,270.00
D710,17.65,-35.73,T,270.00
D711,19.40,-35.73,T,270.00
D711,19.40,-125.72,T,270.00
D712,21.15,-125.72,T,270.00
D712,21.15,-35.73,T,270.00
D713,22.90,-35.73,T,270.00
D713,22.90,-125.72,T,270.00
D714,24.65,-35.73,T,270.00
D714,24.65,-125.72,T,270.00
D715,26.40,-35.73,T,270.00
D715,26.40,-125.72,T,270.00
D716,28.15,-35.73,T,270.00
D716,28.15,-125.72,T,270.00
D717,29.90,-125.72,T,270.00
D717,29.90,-35.73,T,270.00
D718,31.65,-35.73,T,270.00
D718,31.65,-125.72,T,270.00
D719,33.40,-125.72,T,270.00
D719,33.40,-35.73,T,270.00
D720,35.15,-125.72,T,270.00
D720,35.15,-35.73,T,270.00
D721,36.90,-35.73,T,270.00
D721,36.90,-125.72,T,270.00
D722,38.65,-125.72,T,270.00
D722,38.65,-35.73,T,270.00
D723,40.40,-125.72,T,270.00
D723,40.40,-35.73,T,270.00
D724,42.15,-125.72,T,270.00
D724,42.15,-35.73,T,270.00
D725,43.90,-35.73,T,270.00
D725,43.90,-125.72,T,270.00
D726,45.65,-125.72,T,270.00
D726,45.65,-35.73,T,270.00
D727,47.40,-35.73,T,270.00
D727,47.40,-125.72,T,270.00
D728,49.15,-35.73,T,270.00
D728,49.15,-125.72,T,270.00
D729,50.90,-35.73,T,270.00
D729,50.90,-125.72,T,270.00
D730,52.65,-125.72,T,270.00
D730,52.65,-35.73,T,270.00
D731,54.40,-35.73,T,270.00
D731,54.40,-125.72,T,270.00
D732,56.15,-125.72,T,270.00
D732,56.15,-35.73,T,270.00
D733,57.90,-35.73,T,270.00
D733,57.90,-125.72,T,270.00
D734,59.65,-125.72,T,270.00
D734,59.65,-35.73,T,270.00
D735,61.40,-125.72,T,270.00
D735,61.40,-35.73,T,270.00
D736,63.15,-35.73,T,270.00
D736,63.15,-125.72,T,270.00
D737,8.90,-123.97,T,270.00
D737,8.90,-33.98,T,270.00
D738,10.65,-33.98,T,270.00
D738,10.65,-123.97,T,270.00
D739,12.40,-33.98,T,270.00
D739,12.40,-123.97,T,270.00
D740,14.15,-123.97,T,270.00
D740,14.15,-33.98,T,270.00
D741,15.90,-33.98,T,270.00
D741,15.90,-123.97,T,270.00
D742,17.65,-123.97,T,270.00
D742,17.65,-33.98,T,270.00
D743,19.40,-33.98,T,270.00
D743,19.40,-123.97,T,270.00
D744,21.15,-33.98,T,270.00
D744,21.15,-123.97,T,270.00
D745,22.90,-123.97,T,270.00
D745,22.90,-33.98,T,270.00
D746,24.65,-123.97,T,270.00
D746,24.65,-33.98,T,270.00
D747,26.40,-123.97,T,270.00
D747,26.40,-33.98,T,270.00
D748,28.15,-33.98,T,270.00
D748,28.15,-123.97,T,270.00
D749,29.90,-33.98,T,270.00
D749,29.90,-123.97,T,270.00
D750,31.65,-33.98,T,270.00
D750,31.65,-123.97,T,270.00
D751,33.40,-33.98,T,270.00
D751,33.40,-123.97,T,270.00
D752,35.15,-33.98,T,270.00
D752,35.15,-123.97,T,270.00
D753,36.90,-33.98,T,270.00
D753,36.90,-123.97,T,270.00
D754,38.65,-123.97,T,270.00
D754,38.65,-33.98,T,270.00
D755,40.40,-123.97,T,270.00
D755,40.40,-33.98,T,270.00
D756,42.15,-123.97,T,270.00
D756,42.15,-33.98,T,270.00
D757,43.90,-123.97,T,270.00
D757,43.90,-33.98,T,270.00
D758,45.65,-123.97,T,270.00
D758,45.65,-33.98,T,270.00
D759,47.40,-33.98,T,270.00
D759,47.40,-123.97,T,270.00
D760,49.15,-33.98,T,270.00
D760,49.15,-123.97,T,270.00
D761,50.90,-123.97,T,270.00
D761,50.90,-33.98,T,270.00
D762,52.65,-123.97,T,270.00
D762,52.65,-33.98,T,270.00
D763,54.40,-33.98,T,270.00
D763,54.40,-123.97,T,270.00
D764,56.15,-123.97,T,270.00
D764,56.15,-33.98,T,270.00
D765,57.90,-33.98,T,270.00
D765,57.90,-123.97,T,270.00
D766,59.65,-33.98,T,270.00
D766,59.65,-123.97,T,270.00
D767,61.40,-33.98,T,270.00
D767,61.40,-123.97,T,270.00
D768,63.15,-33.98,T,270.00
D768,63.15,-123.97,T,270.00
D769,8.90,-122.22,T,270.00
D769,8.90,-32.23,T,270.00
D770,10.65,-32.23,T,270.00
D770,10.65,-122.22,T,270.00
D771,12.40,-32.23,T,270.00
D771,12.40,-122.22,T,270.00
D772,14.15,-122.22,T,270.00
D772,14.15,-32.23,T,270.00
D773,15.90,-32.23,T,270.00
D773,15.90,-122.22,T,270.00
D774,17.65,-122.22,T,270.00
D774,17.65,-32.23,T,270.00
D775,19.40,-32.23,T,270.00
D775,19.40,-122.22,T,270.00
D776,21.15,-122.22,T,270.00
D776,21.15,-32.23,T,270.00
D777,22.90,-122.22,T,270.00
D777,22.90,-32.23,T,270.00
D778,24.65,-122.22,T,270.00
D778,24.65,-32.23,T,270.00
D779,26.40,-32.23,T,270.00
D779,26.40,-122.22,T,270.00
D780,28.15,-32.23,T,270.00
D780,28.15,-122.22,T,270.00
D781,29.90,-122.22,T,270.00
D781,29.90,-32.23,T,270.00
D782,31.65,-122.22,T,270.00
D782,31.65,-32.23,T,270.00
D783,33.40,-122.22,T,270.00
D783,33.40,-32.23,T,270.00
D784,35.15,-32.23,T,270.00
D784,35.15,-122.22,T,270.00
D785,36.90,-122.22,T,270.00
D785,36.90,-32.23,T,270.00
D786,38.65,-32.23,T,270.00
D786,38.65,-122.22,T,270.00
D787,40.40,-122.22,T,270.00
D787,40.40,-32.23,T,270.00
D788,42.15,-32.23,T,270.00
D788,42.15,-122.22,T,270.00
D789,43.90,-32.23,T,270.00
D789,43.90,-122.22,T,270.00
D790,45.65,-122.22,T,270.00
D790,45.65,-32.23,T,270.00
D791,47.40,-32.23,T,270.00
D791,47.40,-122.22,T,270.00
D792,49.15,-32.23,T,270.00
D792,49.15,-122.22,T,270.00
D793,50.90,-32.23,T,270.00
D793,50.90,-122.22,T,270.00
D794,52.65,-122.22,T,270.00
D794,52.65,-32.23,T,270.00
D795,54.40,-122.22,T,270.00
D795,54.40,-32.23,T,270.00
D796,56.15,-122.22,T,270.00
D796,56.15,-32.23,T,270.00
D797,57.90,-32.23,T,270.00
D797,57.90,-122.22,T,270.00
D798,59.65,-122.22,T,270.00
D798,59.65,-32.23,T,270.00
D799,61.40,-32.23,T,270.00
D799,61.40,-122.22,T,270.00
D800,63.15,-32.23,T,270.00
D800,63.15,-122.22,T,270.00
D801,8.90,-120.47,T,270.00
D801,8.90,-30.48,T,270.00
D802,10.65,-120.47,T,270.00
D802,10.65,-30.48,T,270.00
D803,12.40,-120.47,T,270.00
D803,12.40,-30.48,T,270.00
D804,14.15,-120.47,T,270.00
D804,14.15,-30.48,T,270.00
D805,15.90,-30.48,T,270.00
D805,15.90,-120.47,T,270.00
D806,17.65,-120.47,T,270.00
D806,17.65,-30.48,T,270.00
D807,19.40,-120.47,T,270.00
D807,19.40,-30.48,T,270.00
D808,21.15,-120.47,T,270.00
D808,21.15,-30.48,T,270.00
D809,22.90,-30.48,T,270.00
D809,22.90,-120.47,T,270.00
D810,24.65,-30.48,T,270.00
D810,24.65,-120.47,T,270.00
D811,26.40,-30.48,T,270.00
D811,26.40,-120.47,T,270.00
D812,28.15,-30.48,T,270.00
D812,28.15,-120.47,T,270.00
D813,29.90,-120.47,T,270.00
D813,29.90,-30.48,T,270.00
D814,31.65,-120.47,T,270.00
D814,31.65,-30.48,T,270.00
D815,33.40,-120.47,T,270.00
D815,33.40,-30.48,T,270.00
D816,35.15,-30.48,T,270.00
D816,35.15,-120.47,T,270.00
D817,36.90,-30.48,T,270.00
D817,36.90,-120.47,T,270.00
D818,38.65,-30.48,T,270.00
D818,38.65,-120.47,T,270.00
D819,40.40,-30.48,T,270.00
D819,40.40,-120.47,T,270.00
D820,42.15,-120.47,T,270.00
D820,42.15,-30.48,T,270.00
D821,43.90,-30.48,T,270.00
D821,43.90,-120.47,T,270.00
D822,45.65,-30.48,T,270.00
D822,45.65,-120.47,T,270.00
D823,47.40,-30.48,T,270.00
D823,47.40,-120.47,T,270.00
D824,49.15,-120.47,T,270.00
D824,49.15,-30.48,T,270.00
D825,50.90,-120.47,T,270.00
D825,50.90,-30.48,T,270.00
D826,52.65,-120.47,T,270.00
D826,52.65,-30.48,T,270.00
D827,54.40,-30.48,T,270.00
D827,54.40,-120.47,T,270.00
D828,56.15,-30.48,T,270.00
D828,56.15,-120.47,T,270.00
D829,57.90,-120.47,T,270.00
D829,57.90,-30.48,T,270.00
D830,59.65,-30.48,T,270.00
D830,59.65,-120.47,T,270.00
D831,61.40,-30.48,T,270.00
D831,61.40,-120.47,T,270.00
D832,63.15,-30.48,T,270.00
D832,63.15,-120.47,T,270.00
D833,8.90,-118.72,T,270.00
D833,8.90,-28.73,T,270.00
D834,10.65,-28.73,T,270.00
D834,10.65,-118.72,T,270.00
D835,12.40,-28.73,T,270.00
D835,12.40,-118.72,T,270.00
D836,14.15,-118.72,T,270.00
D836,14.15,-28.73,T,270.00
D837,15.90,-118.72,T,270.00
D837,15.90,-28.73,T,270.00
D838,17.65,-28.73,T,270.00
D838,17.65,-118.72,T,270.00
D839,19.40,-118.72,T,270.00
D839,19.40,-28.73,T,270.00
D840,21.15,-28.73,T,270.00
D840,21.15,-118.72,T,270.00
D841,22.90,-28.73,T,270.00
D841,22.90,-118.72,T,270.00
D842,24.65,-118.72,T,270.00
D842,24.65,-28.73,T,270.00
D843,26.40,-28.73,T,270.00
D843,26.40,-118.72,T,270.00
D844,28.15,-118.72,T,270.00
D844,28.15,-28.73,T,270.00
D845,29.90,-28.73,T,270.00
D845,29.90,-118.72,T,270.00
D846,31.65,-118.72,T,270.00
D846,31.65,-28.73,T,270.00
D847,33.40,-118.72,T,270.00
D847,33.40,-28.73,T,270.00
D848,35.15,-118.72,T,270.00
D848,35.15,-28.73,T,270.00
D849,36.90,-118.72,T,270.00
D849,36.90,-28.73,T,270.00
D850,38.65,-118.72,T,270.00
D850,38.65,-28.73,T,270.00
D851,40.40,-118.72,T,270.00
D851,40.40,-28.73,T,270.00
D852,42.15,-118.72,T,270.00
D852,42.15,-28.73,T,270.00
D853,43.90,-118.72,T,270.00
D853,43.90,-28.73,T,270.00
D854,45.65,-118.72,T,270.00
D854,45.65,-28.73,T,270.00
D855,47.40,-28.73,T,270.00
D855,47.40,-118.72,T,270.00
D856,49.15,-118.72,T,270.00
D856,49.15,-28.73,T,270.00
D857,50.90,-118.72,T,270.00
D857,50.90,-28.73,T,270.00
D858,52.65,-118.72,T,270.00
D858,52.65,-28.73,T,270.00
D859,54.40,-118.72,T,270.00
D859,54.40,-28.73,T,270.00
D860,56.15,-118.72,T,270.00
D860,56.15,-28.73,T,270.00
D861,57.90,-28.73,T,270.00
D861,57.90,-118.72,T,270.00
D862,59.65,-118.72,T,270.00
D862,59.65,-28.73,T,270.00
D863,61.40,-28.73,T,270.00
D863,61.40,-118.72,T,270.00
D864,63.15,-118.72,T,270.00
D864,63.15,-28.73,T,270.00
D865,8.90,-116.97,T,270.00
D865,8.90,-26.98,T,270.00
D866,10.65,-116.97,T,270.00
D866,10.65,-26.98,T,270.00
D867,12.40,-26.98,T,270.00
D867,12.40,-116.97,T,270.00
D868,14.15,-116.97,T,270.00
D868,14.15,-26.98,T,270.00
D869,15.90,-116.97,T,270.00
D869,15.90,-26.98,T,270.00
D870,17.65,-116.97,T,270.00
D870,17.65,-26.98,T,270.00
D871,19.40,-26.98,T,270.00
D871,19.40,-116.97,T,270.00
D872,21.15,-26.98,T,270.00
D872,21.15,-116.97,T,270.00
D873,22.90,-26.98,T,270.00
D873,22.90,-116.97,T,270.00
D874,24.65,-116.97,T,270.00
D874,24.65,-26.98,T,270.00
D875,26.40,-26.98,T,270.00
D875,26.40,-116.97,T,270.00
D876,28.15,-26.98,T,270.00
D876,28.15,-116.97,T,270.00
D877,29.90,-116.97,T,270.00
D877,29.90,-26.98,T,270.00
D878,31.65,-26.98,T,270.00
D878,31.65,-116.97,T,270.00
D879,33.40,-26.98,T,270.00
D879,33.40,-116.97,T,270.00
D880,35.15,-116.97,T,270.00
D880,35.15,-26.98,T,270.00
D881,36.90,-26.98,T,270.00
D881,36.90,-116.97,T,270.00
D882,38.65,-26.98,T,270.00
D882,38.65,-116.97,T,270.00
D883,40.40,-116.97,T,270.00
D883,40.40,-26.98,T,270.00
D884,42.15,-116.97,T,270.00
D884,42.15,-26.98,T,270.00
D885,43.90,-116.97,T,270.00
D885,43.90,-26.98,T,270.00
D886,45.65,-26.98,T,270.00
D886,45.65,-116.97,T,270.00
D887,47.40,-116.97,T,270.00
D887,47.40,-26.98,T,270.00
D888,49.15,-26.98,T,270.00
D888,49.15,-116.97,T,270.00
D889,50.90,-116.97,T,270.00
D889,50.90,-26.98,T,270.00
D890,52.65,-116.97,T,270.00
D890,52.65,-26.98,T,270.00
D891,54.40,-116.97,T,270.00
D891,54.40,-26.98,T,270.00
D892,56.15,-26.98,T,270.00
D892,56.15,-116.97,T,270.00
D893,57.90,-26.98,T,270.00
D893,57.90,-116.97,T,270.00
D894,59.65,-116.97,T,270.00
D894,59.65,-26.98,T,270.00
D895,61.40,-116.97,T,270.00
D895,61.40,-26.98,T,270.00
D896,63.15,-26.98,T,270.00
D896,63.15,-116.97,T,270.00
D897,8.90,-115.22,T,270.00
D897,8.90,-25.23,T,270.00
D898,10.65,-115.22,T,270.00
D898,10.65,-25.23,T,270.00
D899,12.40,-115.22,T,270.00
D899,12.40,-25.23,T,270.00
D900,14.15,-25.23,T,270.00
D900,14.15,-115.22,T,270.00
D901,15.90,-25.23,T,270.00
D901,15.90,-115.22,T,270.00
D902,17.65,-115.22,T,270.00
D902,17.65,-25.23,T,270.00
D903,19.40,-115.22,T,270.00
D903,19.40,-25.23,T,270.00
D904,21.15,-115.22,T,270.00
D904,21.15,-25.23,T,270.00
D905,22.90,-25.23,T,270.00
D905,22.90,-115.22,T,270.00
D906,24.65,-115.22,T,270.00
D906,24.65,-25.23,T,270.00
D907,26.40,-115.22,T,270.00
D907,26.40,-25.23,T,270.00
D908,28.15,-25.23,T,270.00
D908,28.15,-115.22,T,270.00
D909,29.90,-115.22,T,270.00
D909,29.90,-25.23,T,270.00
D910,31.65,-25.23,T,270.00
D910,31.65,-115.22,T,270.00
D911,33.40,-115.22,T,270.00
D911,33.40,-25.23,T,270.00
D912,35.15,-25.23,T,270.00
D912,35.15,-115.22,T,270.00
D913,36.90,-25.23,T,270.00
D913,36.90,-115.22,T,270.00
D914,38.65,-115.22,T,270.00
D914,38.65,-25.23,T,270.00
D915,40.40,-115.22,T,270.00
D915,40.40,-25.23,T,270.00
D916,42.15,-25.23,T,270.00
D916,42.15,-115.22,T,270.00
D917,43.90,-115.22,T,270.00
D917,43.90,-25.23,T,270.00
D918,45.65,-115.22,T,270.00
D918,45.65,-25.23,T,270.00
D919,47.40,-115.22,T,270.00
D919,47.40,-25.23,T,270.00
D920,49.15,-25.23,T,270.00
D920,49.15,-115.22,T,270.00
D921,50.90,-115.22,T,270.00
D921,50.90,-25.23,T,270.00
D922,52.65,-115.22,T,270.00
D922,52.65,-25.23,T,270.00
D923,54.40,-25.23,T,270.00
D923,54.40,-115.22,T,270.00
D924,56.15,-25.23,T,270.00
D924,56.15,-115.22,T,270.00
D925,57.90,-25.23,T,270.00
D925,57.90,-115.22,T,270.00
D926,59.65,-115.22,T,270.00
D926,59.65,-25.23,T,270.00
D927,61.40,-115.22,T,270.00
D927,61.40,-25.23,T,270.00
D928,63.15,-25.23,T,270.00
D928,63.15,-115.22,T,270.00
D929,8.90,-113.47,T,270.00
D929,8.90,-23.48,T,270.00
D930,10.65,-23.48,T,270.00
D930,10.65,-113.47,T,270.00
D931,12.40,-113.47,T,270.00
D931,12.40,-23.48,T,270.00
D932,14.15,-23.48,T,270.00
D932,14.15,-113.47,T,270.00
D933,15.90,-113.47,T,270.00
D933,15.90,-23.48,T,270.00
D934,17.65,-23.48,T,270.00
D934,17.65,-113.47,T,270.00
D935,19.40,-113.47,T,270.00
D935,19.40,-23.48,T,270.00
D936,21.15,-23.48,T,270.00
D936,21.15,-113.47,T,270.00
D937,22.90,-113.47,T,270.00
D937,22.90,-23.48,T,270.00
D938,24.65,-23.48,T,270.00
D938,24.65,-113.47,T,270.00
D939,26.40,-113.47,T,270.00
D939,26.40,-23.48,T,270.00
D940,28.15,-113.47,T,270.00
D940,28.15,-23.48,T,270.00
D941,29.90,-113.47,T,270.00
D941,29.90,-23.48,T,270.00
D942,31.65,-23.48,T,270.00
D942,31.65,-113.47,T,270.00
D943,33.40,-113.47,T,270.00
D943,33.40,-23.48,T,270.00
D944,35.15,-23.48,T,270.00
D944,35.15,-113.47,T,270.00
D945,36.90,-113.47,T,270.00
D945,36.90,-23.48,T,270.00
D946,38.65,-113.47,T,270.00
D946,38.65,-23.48,T,270.00
D947,40.40,-113.47,T,270.00
D947,40.40,-23.48,T,270.00
D948,42.15,-23.48,T,270.00
D948,42.15,-113.47,T,270.00
D949,43.90,-23.48,T,270.00
D949,43.90,-113.47,T,270.00
D950,45.65,-23.48,T,270.00
D950,45.65,-113.47,T,270.00
D951,47.40,-23.48,T,270.00
D951,47.40,-113.47,T,270.00
D952,49.15,-23.48,T,270.00
D952,49.15,-113.47,T,270.00
D953,50.90,-23.48,T,270.00
D953,50.90,-113.47,T,270.00
D954,52.65,-113.47,T,270.00
D954,52.65,-23.48,T,270.00
D955,54.40,-113.47,T,270.00
D955,54.40,-23.48,T,270.00
D956,56.15,-23.48,T,270.00
D956,56.15,-113.47,T,270.00
D957,57.90,-23.48,T,270.00
D957,57.90,-113.47,T,270.00
D958,59.65,-113.47,T,270.00
D958,59.65,-23.48,T,270.00
D959,61.40,-23.48,T,270.00
D959,61.40,-113.47,T,270.00
D960,63.15,-23.48,T,270.00
D960,63.15,-113.47,T,270.00
D961,8.90,-21.73,T,270.00
D961,8.90,-111.72,T,270.00
D962,10.65,-21.73,T,270.00
D962,10.65,-111.72,T,270.00
D963,12.40,-21.73,T,270.00
D963,12.40,-111.72,T,270.00
D964,14.15,-111.72,T,270.00
D964,14.15,-21.73,T,270.00
D965,15.90,-111.72,T,270.00
D965,15.90,-21.73,T,270.00
D966,17.65,-111.72,T,270.00
D966,17.65,-21.73,T,270.00
D967,19.40,-111.72,T,270.00
D967,19.40,-21.73,T,270.00
D968,21.15,-21.73,T,270.00
D968,21.15,-111.72,T,270.00
D969,22.90,-111.72,T,270.00
D969,22.90,-21.73,T,270.00
D970,24.65,-111.72,T,270.00
D970,24.65,-21.73,T,270.00
D971,26.40,-21.73,T,270.00
D971,26.40,-111.72,T,270.00
D972,28.15,-111.72,T,270.00
D972,28.15,-21.73,T,270.00
D973,29.90,-111.72,T,270.00
D973,29.90,-21.73,T,270.00
D974,31.65,-21.73,T,270.00
D974,31.65,-111.72,T,270.00
D975,33.40,-21.73,T,270.00
D975,33.40,-111.72,T,270.00
D976,35.15,-21.73,T,270.00
D976,35.15,-111.72,T,270.00
D977,36.90,-21.73,T,270.00
D977,36.90,-111.72,T,270.00
D978,38.65,-111.72,T,270.00
D978,38.65,-21.73,T,270.00
D979,40.40,-111.72,T,270.00
D979,40.40,-21.73,T,270.00
D980,42.15,-111.72,T,270.00
D980,42.15,-21.73,T,270.00
D981,43.90,-111.72,T,270.00
D981,43.90,-21.73,T,270.00
D982,45.65,-21.73,T,270.00
D982,45.65,-111.72,T,270.00
D983,47.40,-111.72,T,270.00
D983,47.40,-21.73,T,270.00
D984,49.15,-21.73,T,270.00
D984,49.15,-111.72,T,270.00
D985,50.90,-21.73,T,270.00
D985,50.90,-111.72,T,270.00
D986,52.65,-111.72,T,270.00
D986,52.65,-21.73,T,270.00
D987,54.40,-21.73,T,270.00
D987,54.40,-111.72,T,270.00
D988,56.15,-21.73,T,270.00
D988,56.15,-111.72,T,270.00
D989,57.90,-111.72,T,270.00
D989,57.90,-21.73,T,270.00
D990,59.65,-111.72,T,270.00
D990,59.65,-21.73,T,270.00
D991,61.40,-21.73,T,270.00
D991,61.40,-111.72,T,270.00
D992,63.15,-21.73,T,270.00
D992,63.15,-111.72,T,270.00
D993,8.90,-19.98,T,270.00
D993,8.90,-109.97,T,270.00
D994,10.65,-109.97,T,270.00
D994,10.65,-19.98,T,270.00
D995,12.40,-109.97,T,270.00
D995,12.40,-19.98,T,270.00
D996,14.15,-19.98,T,270.00
D996,14.15,-109.97,T,270.00
D997,15.90,-109.97,T,270.00
D997,15.90,-19.98,T,270.00
D998,17.65,-109.97,T,270.00
D998,17.65,-19.98,T,270.00
D999,19.40,-109.97,T,270.00
D999,19.40,-19.98,T,270.00
D1000,21.15,-109.97,T,270.00
D1000,21.15,-19.98,T,270.00
D1001,22.90,-109.97,T,270.00
D1001,22.90,-19.98,T,270.00
D1002,24.65,-109.97,T,270.00
D1002,24.65,-19.98,T,270.00
D1003,26.40,-109.97,T,270.00
D1003,26.40,-19.98,T,270.00
D1004,28.15,-109.97,T,270.00
D1004,28.15,-19.98,T,270.00
D1005,29.90,-19.98,T,270.00
D1005,29.90,-109.97,T,270.00
D1006,31.65,-109.97,T,270.00
D1006,31.65,-19.98,T,270.00
D1007,33.40,-109.97,T,270.00
D1007,33.40,-19.98,T,270.00
D1008,35.15,-109.97,T,270.00
D1008,35.15,-19.98,T,270.00
D1009,36.90,-109.97,T,270.00
D1009,36.90,-19.98,T,270.00
D1010,38.65,-19.98,T,270.00
D1010,38.65,-109.97,T,270.00
D1011,40.40,-109.97,T,270.00
D1011,40.40,-19.98,T,270.00
D1012,42.15,-19.98,T,270.00
D1012,42.15,-109.97,T,270.00
D1013,43.90,-109.97,T,270.00
D1013,43.90,-19.98,T,270.00
D1014,45.65,-109.97,T,270.00
D1014,45.65,-19.98,T,270.00
D1015,47.40,-19.98,T,270.00
D1015,47.40,-109.97,T,270.00
D1016,49.15,-19.98,T,270.00
D1016,49.15,-109.97,T,270.00
D1017,50.90,-109.97,T,270.00
D1017,50.90,-19.98,T,270.00
D1018,52.65,-19.98,T,270.00
D1018,52.65,-109.97,T,270.00
D1019,54.40,-109.97,T,270.00
D1019,54.40,-19.98,T,270.00
D1020,56.15,-19.98,T,270.00
D1020,56.15,-109.97,T,270.00
D1021,57.90,-19.98,T,270.00
D1021,57.90,-109.97,T,270.00
D1022,59.65,-19.98,T,270.00
D1022,59.65,-109.97,T,270.00
D1023,61.40,-109.97,T,270.00
D1023,61.40,-19.98,T,270.00
D1024,63.15,-109.97,T,270.00
D1024,63.15,-19.98,T,270.00
D1281,175.20,-66.85,B,90.00
D1281,175.20,-156.85,B,90.00
J101,137.24,-39.45,B,90.00
J101,137.24,-129.45,B,90.00
J201,107.36,-9.05,B,270.00
J201,107.36,-99.05,B,270.00
J202,99.72,-12.68,B,180.00
J202,99.72,-102.68,B,180.00
J301,191.72,-81.20,B,270.00
J301,191.72,-171.21,B,270.00
L101,166.47,-126.58,B,270.00
L101,166.47,-36.58,B,270.00
L201,102.25,-42.39,B,90.00
L201,102.25,-132.39,B,90.00
L301,174.49,-77.75,B,270.00
L301,174.49,-167.75,B,270.00
L601,180.74,-38.90,B,45.00
L601,180.74,-128.90,B,45.00
L602,184.46,-128.90,B,135.00
L602,184.46,-38.90,B,135.00
L603,114.63,-21.83,B,180.00
L603,114.63,-111.83,B,180.00
L604,116.75,-114.06,B,90.00
L604,116.75,-24.05,B,90.00
Q201,110.96,-48.85,B,180.00
Q201,110.96,-138.85,B,180.00
Q301,174.01,-161.82,B,0.00
Q301,174.01,-71.83,B,0.00
Q302,171.86,-165.22,B,90.00
Q302,171.86,-75.22,B,90.00
Q401,76.98,-110.37,B,270.00
Q401,76.98,-20.37,B,270.00
Q402,76.98,-23.87,B,270.00
Q402,76.98,-113.87,B,270.00
Q403,76.98,-117.37,B,270.00
Q403,76.98,-27.37,B,270.00
Q404,76.98,-30.87,B,270.00
Q404,76.98,-120.87,B,270.00
Q405,76.98,-124.37,B,270.00
Q405,76.98,-34.37,B,270.00
Q406,76.98,-127.87,B,270.00
Q406,76.98,-37.87,B,270.00
Q407,76.98,-131.37,B,270.00
Q407,76.98,-41.37,B,270.00
Q408,76.98,-44.87,B,270.00
Q408,76.98,-134.87,B,270.00
Q409,76.98,-138.37,B,270.00
Q409,76.98,-48.37,B,270.00
Q410,76.98,-51.87,B,270.00
Q410,76.98,-141.87,B,270.00
Q411,76.98,-55.37,B,270.00
Q411,76.98,-145.37,B,270.00
Q412,76.98,-58.87,B,270.00
Q412,76.98,-148.87,B,270.00
Q413,76.98,-62.37,B,270.00
Q413,76.98,-152.37,B,270.00
Q414,76.98,-155.87,B,270.00
Q414,76.98,-65.87,B,270.00
Q415,76.98,-69.37,B,270.00
Q415,76.98,-159.37,B,270.00
Q416,76.98,-72.87,B,270.00
Q416,76.98,-162.87,B,270.00
R101,164.82,-34.33,B,270.00
R101,164.82,-124.33,B,270.00
R102,164.87,-39.83,B,0.00
R102,164.87,-129.83,B,0.00
R103,164.87,-128.83,B,0.00
R103,164.87,-38.83,B,0.00
R104,155.71,-141.86,B,0.00
R104,155.71,-51.86,B,0.00
R105,171.95,-160.15,B,270.00
R105,171.95,-70.15,B,270.00
R106,149.47,-39.63,B,0.00
R106,149.47,-129.63,B,0.00
R107,152.93,-141.88,B,180.00
R107,152.93,-51.88,B,180.00
R201,103.78,-44.49,B,90.00
R201,103.78,-134.49,B,90.00
R202,103.85,-39.14,B,180.00
R202,103.85,-129.14,B,180.00
R203,103.85,-130.14,B,180.00
R203,103.85,-40.14,B,180.00
R204,119.25,-129.34,B,180.00
R204,119.25,-39.34,B,180.00
R205,114.38,-122.59,B,90.00
R205,114.38,-32.59,B,90.00
R206,138.35,-97.82,B,0.00
R206,138.35,-7.82,B,0.00
R207,135.07,-7.73,B,180.00
R207,135.07,-97.73,B,180.00
R208,113.21,-48.85,B,270.00
R208,113.21,-138.85,B,270.00
R301,187.22,-169.96,B,0.00
R301,187.22,-79.96,B,0.00
R302,187.21,-82.79,B,0.00
R302,187.21,-172.79,B,0.00
R303,181.19,-173.95,B,90.00
R303,181.19,-83.95,B,90.00
