Designator,Mid X,Mid Y,Layer,Rotation
D300,28.15,-148.47,T,270.00
D301,29.90,-148.47,T,270.00
D301,29.90,-58.48,T,270.00
D302,31.65,-148.47,T,270.00
D302,31.65,-58.48,T,270.00
D303,33.40,-148.47,T,270.00
D303,33.40,-58.48,T,270.00
D304,35.15,-148.47,T,270.00
D304,35.15,-58.48,T,270.00
D305,36.90,-148.47,T,270.00
D305,36.90,-58.48,T,270.00
D306,38.65,-148.47,T,270.00
D306,38.65,-58.48,T,270.00
D307,40.40,-148.47,T,270.00
D307,40.40,-58.48,T,270.00
D308,42.15,-58.48,T,270.00
D308,42.15,-148.47,T,270.00
D309,43.90,-58.48,T,270.00
D309,43.90,-148.47,T,270.00
D310,45.65,-58.48,T,270.00
D310,45.65,-148.47,T,270.00
D311,47.40,-148.47,T,270.00
D311,47.40,-58.48,T,270.00
D312,49.15,-148.47,T,270.00
D312,49.15,-58.48,T,270.00
D313,50.90,-58.48,T,270.00
D313,50.90,-148.47,T,270.00
D314,52.65,-58.48,T,270.00
D314,52.65,-148.47,T,270.00
D315,54.40,-58.48,T,270.00
D315,54.40,-148.47,T,270.00
D316,56.15,-148.47,T,270.00
D316,56.15,-58.48,T,270.00
D317,57.90,-148.47,T,270.00
D317,57.90,-58.48,T,270.00
D318,59.65,-58.48,T,270.00
D318,59.65,-148.47,T,270.00
D319,61.40,-148.47,T,270.00
D319,61.40,-58.48,T,270.00
D320,63.15,-148.47,T,270.00
D320,63.15,-58.48,T,270.00
D321,8.90,-56.73,T,270.00
D321,8.90,-146.72,T,270.00
D322,10.65,-56.73,T,270.00
D322,10.65,-146.72,T,270.00
D323,12.40,-146.72,T,270.00
D323,12.40,-56.73,T,270.00
D324,14.15,-146.72,T,270.00
D324,14.15,-56.73,T,270.00
D325,15.90,-146.72,T,270.00
D325,15.90,-56.73,T,270.00
D326,17.65,-146.72,T,270.00
D326,17.65,-56.73,T,270.00
D327,19.40,-56.73,T,270.00
D327,19.40,-146.72,T,270.00
D328,21.15,-56.73,T,270.00
D328,21.15,-146.72,T,270.00
D329,22.90,-56.73,T,270.00
D329,22.90,-146.72,T,270.00
D330,24.65,-146.72,T,270.00
D330,24.65,-56.73,T,270.00
D331,26.40,-146.72,T,270.00
D331,26.40,-56.73,T,270.00
D332,28.15,-146.72,T,270.00
D332,28.15,-56.73,T,270.00
D333,29.90,-146.72,T,270.00
D333,29.90,-56.73,T,270.00
D334,31.65,-146.72,T,270.00
D334,31.65,-56.73,T,270.00
D335,33.40,-56.73,T,270.00
D335,33.40,-146.72,T,270.00
D336,35.15,-56.73,T,270.00
D336,35.15,-146.72,T,270.00
D337,36.90,-146.72,T,270.00
D337,36.90,-56.73,T,270.00
D338,38.65,-56.73,T,270.00
D338,38.65,-146.72,T,270.00
D339,40.40,-146.72,T,270.00
D339,40.40,-56.73,T,270.00
D340,42.15,-56.73,T,270.00
D340,42.15,-146.72,T,270.00
D341,43.90,-146.72,T,270.00
D341,43.90,-56.73,T,270.00
D342,45.65,-146.72,T,270.00
D342,45.65,-56.73,T,270.00
D343,47.40,-56.73,T,270.00
D343,47.40,-146.72,T,270.00
D344,49.15,-146.72,T,270.00
D344,49.15,-56.73,T,270.00
D345,50.90,-56.73,T,270.00
D345,50.90,-146.72,T,270.00
D346,52.65,-146.72,T,270.00
D346,52.65,-56.73,T,270.00
D347,54.40,-146.72,T,270.00
D347,54.40,-56.73,T,270.00
D348,56.15,-56.73,T,270.00
D348,56.15,-146.72,T,270.00
D349,57.90,-146.72,T,270.00
D349,57.90,-56.73,T,270.00
D350,59.65,-146.72,T,270.00
D350,59.65,-56.73,T,270.00
D351,61.40,-56.73,T,270.00
D351,61.40,-146.72,T,270.00
D352,63.15,-146.72,T,270.00
D352,63.15,-56.73,T,270.00
D353,8.90,-54.98,T,270.00
D353,8.90,-144.97,T,270.00
D354,10.65,-54.98,T,270.00
D354,10.65,-144.97,T,270.00
D355,12.40,-54.98,T,270.00
D355,12.40,-144.97,T,270.00
D356,14.15,-144.97,T,270.00
D356,14.15,-54.98,T,270.00
D357,15.90,-144.97,T,270.00
D357,15.90,-54.98,T,270.00
D358,17.65,-54.98,T,270.00
D358,17.65,-144.97,T,270.00
D359,19.40,-54.98,T,270.00
D359,19.40,-144.97,T,270.00
D360,21.15,-54.98,T,270.00
D360,21.15,-144.97,T,270.00
D361,22.90,-54.98,T,270.00
D361,22.90,-144.97,T,270.00
D362,24.65,-54.98,T,270.00
D362,24.65,-144.97,T,270.00
D363,26.40,-54.98,T,270.00
D363,26.40,-144.97,T,270.00
D364,28.15,-144.97,T,270.00
D364,28.15,-54.98,T,270.00
D365,29.90,-54.98,T,270.00
D365,29.90,-144.97,T,270.00
D366,31.65,-144.97,T,270.00
D366,31.65,-54.98,T,270.00
D367,33.40,-54.98,T,270.00
D367,33.40,-144.97,T,270.00
D368,35.15,-144.97,T,270.00
D368,35.15,-54.98,T,270.00
D369,36.90,-54.98,T,270.00
D369,36.90,-144.97,T,270.00
D370,38.65,-144.97,T,270.00
D370,38.65,-54.98,T,270.00
D371,40.40,-144.97,T,270.00
D371,40.40,-54.98,T,270.00
D372,42.15,-144.97,T,270.00
D372,42.15,-54.98,T,270.00
D373,43.90,-144.97,T,270.00
D373,43.90,-54.98,T,270.00
D374,45.65,-54.98,T,270.00
D374,45.65,-144.97,T,270.00
D375,47.40,-54.98,T,270.00
D375,47.40,-144.97,T,270.00
D376,49.15,-144.97,T,270.00
D376,49.15,-54.98,T,270.00
D377,50.90,-54.98,T,270.00
D377,50.90,-144.97,T,270.00
D378,52.65,-144.97,T,270.00
D378,52.65,-54.98,T,270.00
D379,54.40,-54.98,T,270.00
D379,54.40,-144.97,T,270.00
D380,56.15,-54.98,T,270.00
D380,56.15,-144.97,T,270.00
D381,57.90,-144.97,T,270.00
D381,57.90,-54.98,T,270.00
D382,59.65,-54.98,T,270.00
D382,59.65,-144.97,T,270.00
D383,61.40,-54.98,T,270.00
D383,61.40,-144.97,T,270.00
D384,63.15,-144.97,T,270.00
D384,63.15,-54.98,T,270.00
D385,8.90,-143.22,T,270.00
D385,8.90,-53.23,T,270.00
D386,10.65,-53.23,T,270.00
D386,10.65,-143.22,T,270.00
D387,12.40,-143.22,T,270.00
D387,12.40,-53.23,T,270.00
D388,14.15,-53.23,T,270.00
D388,14.15,-143.22,T,270.00
D389,15.90,-53.23,T,270.00
D389,15.90,-143.22,T,270.00
D390,17.65,-53.23,T,270.00
D390,17.65,-143.22,T,270.00
D391,19.40,-143.22,T,270.00
D391,19.40,-53.23,T,270.00
D392,21.15,-53.23,T,270.00
D392,21.15,-143.22,T,270.00
D393,22.90,-53.23,T,270.00
D393,22.90,-143.22,T,270.00
D394,24.65,-53.23,T,270.00
D394,24.65,-143.22,T,270.00
D395,26.40,-143.22,T,270.00
D395,26.40,-53.23,T,270.00
D396,28.15,-143.22,T,270.00
D396,28.15,-53.23,T,270.00
D397,29.90,-143.22,T,270.00
D397,29.90,-53.23,T,270.00
D398,31.65,-53.23,T,270.00
D398,31.65,-143.22,T,270.00
D399,33.40,-53.23,T,270.00
D399,33.40,-143.22,T,270.00
D400,35.15,-143.22,T,270.00
D400,35.15,-53.23,T,270.00
D401,36.90,-53.23,T,270.00
D401,36.90,-143.22,T,270.00
D402,38.65,-143.22,T,270.00
D402,38.65,-53.23,T,270.00
D403,40.40,-143.22,T,270.00
D403,40.40,-53.23,T,270.00
D404,42.15,-143.22,T,270.00
D404,42.15,-53.23,T,270.00
D405,43.90,-143.22,T,270.00
D405,43.90,-53.23,T,270.00
D406,45.65,-53.23,T,270.00
D406,45.65,-143.22,T,270.00
D407,47.40,-143.22,T,270.00
D407,47.40,-53.23,T,270.00
D408,49.15,-53.23,T,270.00
D408,49.15,-143.22,T,270.00
D409,50.90,-53.23,T,270.00
D409,50.90,-143.22,T,270.00
D410,52.65,-53.23,T,270.00
D410,52.65,-143.22,T,270.00
D411,54.40,-143.22,T,270.00
D411,54.40,-53.23,T,270.00
D412,56.15,-53.23,T,270.00
D412,56.15,-143.22,T,270.00
D413,57.90,-53.23,T,270.00
D413,57.90,-143.22,T,270.00
D414,59.65,-143.22,T,270.00
D414,59.65,-53.23,T,270.00
D415,61.40,-53.23,T,270.00
D415,61.40,-143.22,T,270.00
D416,63.15,-53.23,T,270.00
D416,63.15,-143.22,T,270.00
D417,8.90,-141.47,T,270.00
D417,8.90,-51.48,T,270.00
D418,10.65,-141.47,T,270.00
D418,10.65,-51.48,T,270.00
D419,12.40,-141.47,T,270.00
D419,12.40,-51.48,T,270.00
D420,14.15,-51.48,T,270.00
D420,14.15,-141.47,T,270.00
D421,15.90,-141.47,T,270.00
D421,15.90,-51.48,T,270.00
D422,17.65,-51.48,T,270.00
D422,17.65,-141.47,T,270.00
D423,19.40,-51.48,T,270.00
D423,19.40,-141.47,T,270.00
D424,21.15,-141.47,T,270.00
D424,21.15,-51.48,T,270.00
D425,22.90,-141.47,T,270.00
D425,22.90,-51.48,T,270.00
D426,24.65,-141.47,T,270.00
D426,24.65,-51.48,T,270.00
D427,26.40,-51.48,T,270.00
D427,26.40,-141.47,T,270.00
D428,28.15,-141.47,T,270.00
D428,28.15,-51.48,T,270.00
D429,29.90,-141.47,T,270.00
D429,29.90,-51.48,T,270.00
D430,31.65,-51.48,T,270.00
D430,31.65,-141.47,T,270.00
D431,33.40,-141.47,T,270.00
D431,33.40,-51.48,T,270.00
D432,35.15,-141.47,T,270.00
D432,35.15,-51.48,T,270.00
D433,36.90,-51.48,T,270.00
D433,36.90,-141.47,T,270.00
D434,38.65,-141.47,T,270.00
D434,38.65,-51.48,T,270.00
D435,40.40,-51.48,T,270.00
D435,40.40,-141.47,T,270.00
D436,42.15,-141.47,T,270.00
D436,42.15,-51.48,T,270.00
D437,43.90,-51.48,T,270.00
D437,43.90,-141.47,T,270.00
D438,45.65,-51.48,T,270.00
D438,45.65,-141.47,T,270.00
D439,47.40,-51.48,T,270.00
D439,47.40,-141.47,T,270.00
D440,49.15,-141.47,T,270.00
D440,49.15,-51.48,T,270.00
D441,50.90,-51.48,T,270.00
D441,50.90,-141.47,T,270.00
D442,52.65,-51.48,T,270.00
D442,52.65,-141.47,T,270.00
D443,54.40,-141.47,T,270.00
D443,54.40,-51.48,T,270.00
D444,56.15,-141.47,T,270.00
D444,56.15,-51.48,T,270.00
D445,57.90,-141.47,T,270.00
D445,57.90,-51.48,T,270.00
D446,59.65,-141.47,T,270.00
D446,59.65,-51.48,T,270.00
D447,61.40,-141.47,T,270.00
D447,61.40,-51.48,T,270.00
D448,63.15,-51.48,T,270.00
D448,63.15,-141.47,T,270.00
D449,8.90,-139.72,T,270.00
D449,8.90,-49.73,T,270.00
D450,10.65,-49.73,T,270.00
D450,10.65,-139.72,T,270.00
D451,12.40,-49.73,T,270.00
D451,12.40,-139.72,T,270.00
D452,14.15,-49.73,T,270.00
D452,14.15,-139.72,T,270.00
D453,15.90,-139.72,T,270.00
D453,15.90,-49.73,T,270.00
D454,17.65,-139.72,T,270.00
D454,17.65,-49.73,T,270.00
D455,19.40,-49.73,T,270.00
D455,19.40,-139.72,T,270.00
D456,21.15,-139.72,T,270.00
D456,21.15,-49.73,T,270.00
D457,22.90,-49.73,T,270.00
D457,22.90,-139.72,T,270.00
D458,24.65,-49.73,T,270.00
D458,24.65,-139.72,T,270.00
D459,26.40,-139.72,T,270.00
D459,26.40,-49.73,T,270.00
D460,28.15,-139.72,T,270.00
D460,28.15,-49.73,T,270.00
D461,29.90,-139.72,T,270.00
D461,29.90,-49.73,T,270.00
D462,31.65,-49.73,T,270.00
D462,31.65,-139.72,T,270.00
D463,33.40,-139.72,T,270.00
D463,33.40,-49.73,T,270.00
D464,35.15,-49.73,T,270.00
D464,35.15,-139.72,T,270.00
D465,36.90,-49.73,T,270.00
D465,36.90,-139.72,T,270.00
D466,38.65,-139.72,T,270.00
D466,38.65,-49.73,T,270.00
D467,40.40,-139.72,T,270.00
D467,40.40,-49.73,T,270.00
D468,42.15,-139.72,T,270.00
D468,42.15,-49.73,T,270.00
D469,43.90,-49.73,T,270.00
D469,43.90,-139.72,T,270.00
D470,45.65,-49.73,T,270.00
D470,45.65,-139.72,T,270.00
D471,47.40,-139.72,T,270.00
D471,47.40,-49.73,T,270.00
D472,49.15,-49.73,T,270.00
D472,49.15,-139.72,T,270.00
D473,50.90,-139.72,T,270.00
D473,50.90,-49.73,T,270.00
D474,52.65,-49.73,T,270.00
D474,52.65,-139.72,T,270.00
D475,54.40,-139.72,T,270.00
D475,54.40,-49.73,T,270.00
D476,56.15,-49.73,T,270.00
D476,56.15,-139.72,T,270.00
D477,57.90,-49.73,T,270.00
D477,57.90,-139.72,T,270.00
D478,59.65,-49.73,T,270.00
D478,59.65,-139.72,T,270.00
D479,61.40,-139.72,T,270.00
D479,61.40,-49.73,T,270.00
D480,63.15,-139.72,T,270.00
D480,63.15,-49.73,T,270.00
D481,8.90,-47.98,T,270.00
D481,8.90,-137.97,T,270.00
D482,10.65,-47.98,T,270.00
D482,10.65,-137.97,T,270.00
D483,12.40,-137.97,T,270.00
D483,12.40,-47.98,T,270.00
D484,14.15,-47.98,T,270.00
D484,14.15,-137.97,T,270.00
D485,15.90,-137.97,T,270.00
D485,15.90,-47.98,T,270.00
D486,17.65,-137.97,T,270.00
D486,17.65,-47.98,T,270.00
D487,19.40,-137.97,T,270.00
D487,19.40,-47.98,T,270.00
D488,21.15,-47.98,T,270.00
D488,21.15,-137.97,T,270.00
D489,22.90,-137.97,T,270.00
D489,22.90,-47.98,T,270.00
D490,24.65,-137.97,T,270.00
D490,24.65,-47.98,T,270.00
D491,26.40,-47.98,T,270.00
D491,26.40,-137.97,T,270.00
D492,28.15,-137.97,T,270.00
D492,28.15,-47.98,T,270.00
D493,29.90,-47.98,T,270.00
D493,29.90,-137.97,T,270.00
D494,31.65,-137.97,T,270.00
D494,31.65,-47.98,T,270.00
D495,33.40,-47.98,T,270.00
D495,33.40,-137.97,T,270.00
D496,35.15,-47.98,T,270.00
D496,35.15,-137.97,T,270.00
D497,36.90,-47.98,T,270.00
D497,36.90,-137.97,T,270.00
D498,38.65,-137.97,T,270.00
D498,38.65,-47.98,T,270.00
D499,40.40,-47.98,T,270.00
D499,40.40,-137.97,T,270.00
D500,42.15,-47.98,T,270.00
D500,42.15,-137.97,T,270.00
D501,43.90,-137.97,T,270.00
D501,43.90,-47.98,T,270.00
D502,45.65,-137.97,T,270.00
D502,45.65,-47.98,T,270.00
D503,47.40,-47.98,T,270.00
D503,47.40,-137.97,T,270.00
D504,49.15,-47.98,T,270.00
D504,49.15,-137.97,T,270.00
D505,50.90,-47.98,T,270.00
D505,50.90,-137.97,T,270.00
D506,52.65,-137.97,T,270.00
D506,52.65,-47.98,T,270.00
D507,54.40,-137.97,T,270.00
D507,54.40,-47.98,T,270.00
D508,56.15,-47.98,T,270.00
D508,56.15,-137.97,T,270.00
D509,57.90,-47.98,T,270.00
D509,57.90,-137.97,T,270.00
D510,59.65,-47.98,T,270.00
D510,59.65,-137.97,T,270.00
D511,61.40,-47.98,T,270.00
D511,61.40,-137.97,T,270.00
D512,63.15,-137.97,T,270.00
D512,63.15,-47.98,T,270.00
D513,8.90,-46.23,T,270.00
D513,8.90,-136.22,T,270.00
D514,10.65,-136.22,T,270.00
D514,10.65,-46.23,T,270.00
D515,12.40,-46.23,T,270.00
D515,12.40,-136.22,T,270.00
D516,14.15,-46.23,T,270.00
D516,14.15,-136.22,T,270.00
D517,15.90,-136.22,T,270.00
D517,15.90,-46.23,T,270.00
D518,17.65,-46.23,T,270.00
D518,17.65,-136.22,T,270.00
D519,19.40,-136.22,T,270.00
D519,19.40,-46.23,T,270.00
D520,21.15,-136.22,T,270.00
D520,21.15,-46.23,T,270.00
D521,22.90,-46.23,T,270.00
D521,22.90,-136.22,T,270.00
D522,24.65,-136.22,T,270.00
D522,24.65,-46.23,T,270.00
D523,26.40,-46.23,T,270.00
D523,26.40,-136.22,T,270.00
D524,28.15,-46.23,T,270.00
D524,28.15,-136.22,T,270.00
D525,29.90,-136.22,T,270.00
D525,29.90,-46.23,T,270.00
D526,31.65,-46.23,T,270.00
D526,31.65,-136.22,T,270.00
D527,33.40,-136.22,T,270.00
D527,33.40,-46.23,T,270.00
D528,35.15,-46.23,T,270.00
D528,35.15,-136.22,T,270.00
D529,36.90,-136.22,T,270.00
D529,36.90,-46.23,T,270.00
D530,38.65,-46.23,T,270.00
D530,38.65,-136.22,T,270.00
D531,40.40,-46.23,T,270.00
D531,40.40,-136.22,T,270.00
D532,42.15,-136.22,T,270.00
D532,42.15,-46.23,T,270.00
D533,43.90,-136.22,T,270.00
D533,43.90,-46.23,T,270.00
D534,45.65,-46.23,T,270.00
D534,45.65,-136.22,T,270.00
D535,47.40,-46.23,T,270.00
D535,47.40,-136.22,T,270.00
D536,49.15,-136.22,T,270.00
D536,49.15,-46.23,T,270.00
D537,50.90,-136.22,T,270.00
D537,50.90,-46.23,T,270.00
D538,52.65,-46.23,T,270.00
D538,52.65,-136.22,T,270.00
D539,54.40,-136.22,T,270.00
D539,54.40,-46.23,T,270.00
D540,56.15,-136.22,T,270.00
D540,56.15,-46.23,T,270.00
D541,57.90,-136.22,T,270.00
D541,57.90,-46.23,T,270.00
D542,59.65,-136.22,T,270.00
D542,59.65,-46.23,T,270.00
D543,61.40,-136.22,T,270.00
D543,61.40,-46.23,T,270.00
D544,63.15,-136.22,T,270.00
D544,63.15,-46.23,T,270.00
D545,8.90,-134.47,T,270.00
D545,8.90,-44.48,T,270.00
D546,10.65,-44.48,T,270.00
D546,10.65,-134.47,T,270.00
D547,12.40,-134.47,T,270.00
D547,12.40,-44.48,T,270.00
D548,14.15,-44.48,T,270.00
D548,14.15,-134.47,T,270.00
D549,15.90,-134.47,T,270.00
D549,15.90,-44.48,T,270.00
D550,17.65,-44.48,T,270.00
D550,17.65,-134.47,T,270.00
D551,19.40,-44.48,T,270.00
D551,19.40,-134.47,T,270.00
D552,21.15,-134.47,T,270.00
D552,21.15,-44.48,T,270.00
D553,22.90,-134.47,T,270.00
D553,22.90,-44.48,T,270.00
D554,24.65,-134.47,T,270.00
D554,24.65,-44.48,T,270.00
D555,26.40,-44.48,T,270.00
D555,26.40,-134.47,T,270.00
D556,28.15,-134.47,T,270.00
D556,28.15,-44.48,T,270.00
D557,29.90,-44.48,T,270.00
D557,29.90,-134.47,T,270.00
D558,31.65,-134.47,T,270.00
D558,31.65,-44.48,T,270.00
D559,33.40,-134.47,T,270.00
D559,33.40,-44.48,T,270.00
D560,35.15,-134.47,T,270.00
D560,35.15,-44.48,T,270.00
D561,36.90,-44.48,T,270.00
D561,36.90,-134.47,T,270.00
D562,38.65,-44.48,T,270.00
D562,38.65,-134.47,T,270.00
D563,40.40,-134.47,T,270.00
D563,40.40,-44.48,T,270.00
D564,42.15,-44.48,T,270.00
D564,42.15,-134.47,T,270.00
D565,43.90,-44.48,T,270.00
D565,43.90,-134.47,T,270.00
D566,45.65,-134.47,T,270.00
D566,45.65,-44.48,T,270.00
D567,47.40,-134.47,T,270.00
D567,47.40,-44.48,T,270.00
D568,49.15,-134.47,T,270.00
D568,49.15,-44.48,T,270.00
D569,50.90,-44.48,T,270.00
D569,50.90,-134.47,T,270.00
D570,52.65,-134.47,T,270.00
D570,52.65,-44.48,T,270.00
D571,54.40,-134.47,T,270.00
D571,54.40,-44.48,T,270.00
D572,56.15,-44.48,T,270.00
D572,56.15,-134.47,T,270.00
D573,57.90,-134.47,T,270.00
D573,57.90,-44.48,T,270.00
D574,59.65,-134.47,T,270.00
D574,59.65,-44.48,T,270.00
D575,61.40,-134.47,T,270.00
D575,61.40,-44.48,T,270.00
D576,63.15,-44.48,T,270.00
D576,63.15,-134.47,T,270.00
D577,8.90,-132.72,T,270.00
D577,8.90,-42.73,T,270.00
D578,10.65,-42.73,T,270.00
D578,10.65,-132.72,T,270.00
D579,12.40,-132.72,T,270.00
D579,12.40,-42.73,T,270.00
D580,14.15,-42.73,T,270.00
D580,14.15,-132.72,T,270.00
D581,15.90,-42.73,T,270.00
D581,15.90,-132.72,T,270.00
D582,17.65,-132.72,T,270.00
D582,17.65,-42.73,T,270.00
D583,19.40,-42.73,T,270.00
D583,19.40,-132.72,T,270.00
D584,21.15,-42.73,T,270.00
D584,21.15,-132.72,T,270.00
D585,22.90,-132.72,T,270.00
D585,22.90,-42.73,T,270.00
D586,24.65,-42.73,T,270.00
D586,24.65,-132.72,T,270.00
D587,26.40,-132.72,T,270.00
D587,26.40,-42.73,T,270.00
D588,28.15,-42.73,T,270.00
D588,28.15,-132.72,T,270.00
D589,29.90,-132.72,T,270.00
D589,29.90,-42.73,T,270.00
D590,31.65,-132.72,T,270.00
D590,31.65,-42.73,T,270.00
D591,33.40,-132.72,T,270.00
D591,33.40,-42.73,T,270.00
D592,35.15,-132.72,T,270.00
D592,35.15,-42.73,T,270.00
D593,36.90,-132.72,T,270.00
D593,36.90,-42.73,T,270.00
D594,38.65,-42.73,T,270.00
D594,38.65,-132.72,T,270.00
D595,40.40,-42.73,T,270.00
D595,40.40,-132.72,T,270.00
D596,42.15,-132.72,T,270.00
D596,42.15,-42.73,T,270.00
D597,43.90,-132.72,T,270.00
D597,43.90,-42.73,T,270.00
D598,45.65,-132.72,T,270.00
D598,45.65,-42.73,T,270.00
D599,47.40,-42.73,T,270.00
D599,47.40,-132.72,T,270.00
D600,49.15,-132.72,T,270.00
D600,49.15,-42.73,T,270.00
D601,50.90,-132.72,T,270.00
D601,50.90,-42.73,T,270.00
D602,52.65,-42.73,T,270.00
D602,52.65,-132.72,T,270.00
D603,54.40,-132.72,T,270.00
D603,54.40,-42.73,T,270.00
D604,56.15,-42.73,T,270.00
D604,56.15,-132.72,T,270.00
D605,57.90,-132.72,T,270.00
D605,57.90,-42.73,T,270.00
D606,59.65,-132.72,T,270.00
D606,59.65,-42.73,T,270.00
D607,61.40,-42.73,T,270.00
D607,61.40,-132.72,T,270.00
D608,63.15,-132.72,T,270.00
D608,63.15,-42.73,T,270.00
D609,8.90,-40.98,T,270.00
D609,8.90,-130.97,T,270.00
D610,10.65,-40.98,T,270.00
D610,10.65,-130.97,T,270.00
D611,12.40,-130.97,T,270.00
D611,12.40,-40.98,T,270.00
D612,14.15,-130.97,T,270.00
D612,14.15,-40.98,T,270.00
D613,15.90,-40.98,T,270.00
D613,15.90,-130.97,T,270.00
D614,17.65,-130.97,T,270.00
D614,17.65,-40.98,T,270.00
D615,19.40,-130.97,T,270.00
D615,19.40,-40.98,T,270.00
D616,21.15,-130.97,T,270.00
D616,21.15,-40.98,T,270.00
D617,22.90,-40.98,T,270.00
D617,22.90,-130.97,T,270.00
D618,24.65,-130.97,T,270.00
D618,24.65,-40.98,T,270.00
D619,26.40,-130.97,T,270.00
D619,26.40,-40.98,T,270.00
D620,28.15,-40.98,T,270.00
D620,28.15,-130.97,T,270.00
D621,29.90,-130.97,T,270.00
D621,29.90,-40.98,T,270.00
D622,31.65,-130.97,T,270.00
D622,31.65,-40.98,T,270.00
D623,33.40,-130.97,T,270.00
D623,33.40,-40.98,T,270.00
D624,35.15,-40.98,T,270.00
D624,35.15,-130.97,T,270.00
D625,36.90,-40.98,T,270.00
D625,36.90,-130.97,T,270.00
D626,38.65,-40.98,T,270.00
D626,38.65,-130.97,T,270.00
D627,40.40,-130.97,T,270.00
D627,40.40,-40.98,T,270.00
D628,42.15,-130.97,T,270.00
D628,42.15,-40.98,T,270.00
D629,43.90,-40.98,T,270.00
D629,43.90,-130.97,T,270.00
D630,45.65,-130.97,T,270.00
D630,45.65,-40.98,T,270.00
D631,47.40,-40.98,T,270.00
D631,47.40,-130.97,T,270.00
D632,49.15,-130.97,T,270.00
D632,49.15,-40.98,T,270.00
D633,50.90,-40.98,T,270.00
D633,50.90,-130.97,T,270.00
D634,52.65,-40.98,T,270.00
D634,52.65,-130.97,T,270.00
D635,54.40,-40.98,T,270.00
D635,54.40,-130.97,T,270.00
D636,56.15,-130.97,T,270.00
D636,56.15,-40.98,T,270.00
D637,57.90,-40.98,T,270.00
D637,57.90,-130.97,T,270.00
D638,59.65,-40.98,T,270.00
D638,59.65,-130.97,T,270.00
D639,61.40,-40.98,T,270.00
D639,61.40,-130.97,T,270.00
D640,63.15,-130.97,T,270.00
D640,63.15,-40.98,T,270.00
D641,8.90,-129.22,T,270.00
D641,8.90,-39.23,T,270.00
D642,10.65,-39.23,T,270.00
D642,10.65,-129.22,T,270.00
D643,12.40,-39.23,T,270.00
D643,12.40,-129.22,T,270.00
D644,14.15,-39.23,T,270.00
D644,14.15,-129.22,T,270.00
D645,15.90,-39.23,T,270.00
D645,15.90,-129.22,T,270.00
D646,17.65,-129.22,T,270.00
D646,17.65,-39.23,T,270.00
D647,19.40,-129.22,T,270.00
D647,19.40,-39.23,T,270.00
D648,21.15,-129.22,T,270.00
D648,21.15,-39.23,T,270.00
D649,22.90,-39.23,T,270.00
D649,22.90,-129.22,T,270.00
D650,24.65,-39.23,T,270.00
D650,24.65,-129.22,T,270.00
D651,26.40,-129.22,T,270.00
D651,26.40,-39.23,T,270.00
D652,28.15,-39.23,T,270.00
D652,28.15,-129.22,T,270.00
D653,29.90,-39.23,T,270.00
D653,29.90,-129.22,T,270.00
D654,31.65,-129.22,T,270.00
D654,31.65,-39.23,T,270.00
D655,33.40,-39.23,T,270.00
D655,33.40,-129.22,T,270.00
D656,35.15,-39.23,T,270.00
D656,35.15,-129.22,T,270.00
D657,36.90,-129.22,T,270.00
D657,36.90,-39.23,T,270.00
D658,38.65,-39.23,T,270.00
D658,38.65,-129.22,T,270.00
D659,40.40,-39.23,T,270.00
D659,40.40,-129.22,T,270.00
D660,42.15,-129.22,T,270.00
D660,42.15,-39.23,T,270.00
D661,43.90,-129.22,T,270.00
D661,43.90,-39.23,T,270.00
D662,45.65,-129.22,T,270.00
D662,45.65,-39.23,T,270.00
D663,47.40,-129.22,T,270.00
D663,47.40,-39.23,T,270.00
D664,49.15,-129.22,T,270.00
D664,49.15,-39.23,T,270.00
D665,50.90,-39.23,T,270.00
D665,50.90,-129.22,T,270.00
D666,52.65,-39.23,T,270.00
D666,52.65,-129.22,T,270.00
D667,54.40,-129.22,T,270.00
D667,54.40,-39.23,T,270.00
D668,56.15,-39.23,T,270.00
D668,56.15,-129.22,T,270.00
D669,57.90,-129.22,T,270.00
D669,57.90,-39.23,T,270.00
D670,59.65,-39.23,T,270.00
D670,59.65,-129.22,T,270.00
D671,61.40,-129.22,T,270.00
D671,61.40,-39.23,T,270.00
D672,63.15,-129.22,T,270.00
D672,63.15,-39.23,T,270.00
D673,8.90,-37.48,T,270.00
D673,8.90,-127.47,T,270.00
D674,10.65,-37.48,T,270.00
D674,10.65,-127.47,T,270.00
D675,12.40,-37.48,T,270.00
D675,12.40,-127.47,T,270.00
D676,14.15,-37.48,T,270.00
D676,14.15,-127.47,T,270.00
D677,15.90,-37.48,T,270.00
D677,15.90,-127.47,T,270.00
D678,17.65,-37.48,T,270.00
D678,17.65,-127.47,T,270.00
D679,19.40,-127.47,T,270.00
D679,19.40,-37.48,T,270.00
D680,21.15,-127.47,T,270.00
D680,21.15,-37.48,T,270.00
D681,22.90,-37.48,T,270.00
D681,22.90,-127.47,T,270.00
D682,24.65,-37.48,T,270.00
D682,24.65,-127.47,T,270.00
D683,26.40,-37.48,T,270.00
D683,26.40,-127.47,T,270.00
D684,28.15,-37.48,T,270.00
D684,28.15,-127.47,T,270.00
D685,29.90,-127.47,T,270.00
D685,29.90,-37.48,T,270.00
D686,31.65,-127.47,T,270.00
D686,31.65,-37.48,T,270.00
D687,33.40,-37.48,T,270.00
D687,33.40,-127.47,T,270.00
D688,35.15,-37.48,T,270.00
